,CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO
3398,Paulo Afonso,27.0,255.0,9.4,38.2,3,2000
3399,Paulo Afonso,30.5,255.0,9.4,38.2,1,2016
3400,Paulo Afonso,26.6,255.0,9.4,38.2,10,2001
3401,Paulo Afonso,26.7,255.0,9.4,38.2,10,2011
3402,Paulo Afonso,26.8,255.0,9.4,38.2,4,2001
3403,Paulo Afonso,28.3,255.0,9.4,38.2,2,2013
3404,Paulo Afonso,23.3,255.0,9.4,38.2,8,1999
3405,Paulo Afonso,24.4,255.0,9.4,38.2,6,2014
3406,Paulo Afonso,23.0,255.0,9.4,38.2,7,1999
3407,Paulo Afonso,31.9,255.0,9.4,38.2,1,2017
3408,Paulo Afonso,28.3,255.0,9.4,38.2,2,2015
3409,Paulo Afonso,27.4,255.0,9.4,38.2,4,2006
3410,Paulo Afonso,26.1,255.0,9.4,38.2,10,2014
3411,Paulo Afonso,25.9,255.0,9.4,38.2,2,2002
3412,Paulo Afonso,25.3,255.0,9.4,38.2,9,2008
3413,Paulo Afonso,24.1,255.0,9.4,38.2,9,2010
3414,Paulo Afonso,29.2,255.0,9.4,38.2,2,2006
3415,Paulo Afonso,27.4,255.0,9.4,38.2,3,2001
3416,Paulo Afonso,23.7,255.0,9.4,38.2,6,2009
3417,Paulo Afonso,24.8,255.0,9.4,38.2,5,2009
3418,Paulo Afonso,23.2,255.0,9.4,38.2,8,2006
3419,Paulo Afonso,25.0,255.0,9.4,38.2,5,2002
3420,Paulo Afonso,27.8,255.0,9.4,38.2,1,2014
3421,Paulo Afonso,26.9,255.0,9.4,38.2,11,2016
3422,Paulo Afonso,26.4,255.0,9.4,38.2,4,2005
3423,Paulo Afonso,23.4,255.0,9.4,38.2,7,2000
3424,Paulo Afonso,28.2,255.0,9.4,38.2,1,2013
3425,Paulo Afonso,28.1,255.0,9.4,38.2,12,2002
3426,Paulo Afonso,26.2,255.0,9.4,38.2,5,2003
3427,Paulo Afonso,25.3,255.0,9.4,38.2,9,2001
3428,Paulo Afonso,28.1,255.0,9.4,38.2,3,2011
3429,Paulo Afonso,23.4,255.0,9.4,38.2,7,2004
3430,Paulo Afonso,27.3,255.0,9.4,38.2,10,2004
3431,Paulo Afonso,28.4,255.0,9.4,38.2,3,2010
3432,Paulo Afonso,25.2,255.0,9.4,38.2,9,2000
3433,Paulo Afonso,23.8,255.0,9.4,38.2,6,2010
3434,Paulo Afonso,33.8,255.0,9.4,38.2,3,2017
3435,Paulo Afonso,28.4,255.0,9.4,38.2,8,2019
3436,Paulo Afonso,26.3,255.0,9.4,38.2,4,2002
3437,Paulo Afonso,22.6,255.0,9.4,38.2,8,2001
3438,Paulo Afonso,27.0,255.0,9.4,38.2,12,1999
3439,Paulo Afonso,27.6,255.0,9.4,38.2,11,2001
3440,Paulo Afonso,28.7,255.0,9.4,38.2,12,2006
3441,Paulo Afonso,30.2,255.0,9.4,38.2,6,2017
3442,Paulo Afonso,28.8,255.0,9.4,38.2,3,2015
3443,Paulo Afonso,27.8,255.0,9.4,38.2,11,2009
3444,Paulo Afonso,26.7,255.0,9.4,38.2,10,2008
3445,Paulo Afonso,24.1,255.0,9.4,38.2,9,2007
3446,Paulo Afonso,29.4,255.0,9.4,38.2,5,2016
3447,Paulo Afonso,27.9,255.0,9.4,38.2,12,2009
3448,Paulo Afonso,23.2,255.0,9.4,38.2,6,2002
3449,Paulo Afonso,28.0,255.0,9.4,38.2,1,2012
3450,Paulo Afonso,30.4,255.0,9.4,38.2,3,2018
3451,Paulo Afonso,27.7,255.0,9.4,38.2,11,2007
3452,Paulo Afonso,25.9,255.0,9.4,38.2,7,2017
3453,Paulo Afonso,26.6,255.0,9.4,38.2,2,2004
3454,Paulo Afonso,26.9,255.0,9.4,38.2,11,2011
3455,Paulo Afonso,25.7,255.0,9.4,38.2,10,2015
3456,Paulo Afonso,26.5,255.0,9.4,38.2,11,2015
3457,Paulo Afonso,23.2,255.0,9.4,38.2,8,2012
3458,Paulo Afonso,27.0,255.0,9.4,38.2,10,2010
3459,Paulo Afonso,22.5,255.0,9.4,38.2,7,2008
3460,Paulo Afonso,27.1,255.0,9.4,38.2,4,2009
3461,Paulo Afonso,24.7,255.0,9.4,38.2,11,2018
3462,Paulo Afonso,27.8,255.0,9.4,38.2,3,2012
3463,Paulo Afonso,25.6,255.0,9.4,38.2,1,2002
3464,Paulo Afonso,27.7,255.0,9.4,38.2,1,2010
3465,Paulo Afonso,23.5,255.0,9.4,38.2,8,2011
3466,Paulo Afonso,25.1,255.0,9.4,38.2,9,2005
3467,Paulo Afonso,28.4,255.0,9.4,38.2,12,2012
3468,Paulo Afonso,28.3,255.0,9.4,38.2,12,2008
3469,Paulo Afonso,28.0,255.0,9.4,38.2,11,2004
3470,Paulo Afonso,28.1,255.0,9.4,38.2,9,2018
3471,Paulo Afonso,25.6,255.0,9.4,38.2,10,2017
3472,Paulo Afonso,33.1,255.0,9.4,38.2,2,2018
3473,Paulo Afonso,23.3,255.0,9.4,38.2,9,2016
3474,Paulo Afonso,27.0,255.0,9.4,38.2,2,2003
3475,Paulo Afonso,27.7,255.0,9.4,38.2,11,2002
3476,Paulo Afonso,27.7,255.0,9.4,38.2,2,2014
3477,Paulo Afonso,26.6,255.0,9.4,38.2,3,2002
3478,Paulo Afonso,24.9,255.0,9.4,38.2,9,2004
3479,Paulo Afonso,27.1,255.0,9.4,38.2,12,2000
3480,Paulo Afonso,24.4,255.0,9.4,38.2,8,2003
3481,Paulo Afonso,31.1,255.0,9.4,38.2,5,2017
3482,Paulo Afonso,27.4,255.0,9.4,38.2,10,2009
3483,Paulo Afonso,24.3,255.0,9.4,38.2,6,2015
3484,Paulo Afonso,24.8,255.0,9.4,38.2,9,1999
3485,Paulo Afonso,25.9,255.0,9.4,38.2,10,2012
3486,Paulo Afonso,25.2,255.0,9.4,38.2,12,2017
3487,Paulo Afonso,24.1,255.0,9.4,38.2,6,2011
3488,Paulo Afonso,23.0,255.0,9.4,38.2,7,2010
3489,Paulo Afonso,25.1,255.0,9.4,38.2,8,2017
3490,Paulo Afonso,26.9,255.0,9.4,38.2,1,2004
3491,Paulo Afonso,27.5,255.0,9.4,38.2,2,2007
3492,Paulo Afonso,28.4,255.0,9.4,38.2,11,2012
3493,Paulo Afonso,28.8,255.0,9.4,38.2,1,2003
3494,Paulo Afonso,27.9,255.0,9.4,38.2,1,2008
3495,Paulo Afonso,24.0,255.0,9.4,38.2,8,2000
3496,Paulo Afonso,28.5,255.0,9.4,38.2,3,1999
3497,Paulo Afonso,22.4,255.0,9.4,38.2,8,2015
3498,Paulo Afonso,27.7,255.0,9.4,38.2,2,2011
3499,Paulo Afonso,28.6,255.0,9.4,38.2,1,2005
3500,Paulo Afonso,23.5,255.0,9.4,38.2,7,2003
3501,Paulo Afonso,29.3,255.0,9.4,38.2,4,2019
3502,Paulo Afonso,23.1,255.0,9.4,38.2,7,2016
3503,Paulo Afonso,24.6,255.0,9.4,38.2,5,2005
3504,Paulo Afonso,29.3,255.0,9.4,38.2,3,2019
3505,Paulo Afonso,23.8,255.0,9.4,38.2,6,2004
3506,Paulo Afonso,27.1,255.0,9.4,38.2,10,2005
3507,Paulo Afonso,26.7,255.0,9.4,38.2,10,2006
3508,Paulo Afonso,27.5,255.0,9.4,38.2,12,2001
3509,Paulo Afonso,23.2,255.0,9.4,38.2,6,2008
3510,Paulo Afonso,27.7,255.0,9.4,38.2,3,2003
3511,Paulo Afonso,26.0,255.0,9.4,38.2,3,2007
3512,Paulo Afonso,23.5,255.0,9.4,38.2,6,2007
3513,Paulo Afonso,30.5,255.0,9.4,38.2,4,2018
3514,Paulo Afonso,25.4,255.0,9.4,38.2,5,2000
3515,Paulo Afonso,26.4,255.0,9.4,38.2,10,2013
3516,Paulo Afonso,24.1,255.0,9.4,38.2,11,2019
3517,Paulo Afonso,25.5,255.0,9.4,38.2,5,2013
3518,Paulo Afonso,23.0,255.0,9.4,38.2,8,2010
3519,Paulo Afonso,28.0,255.0,9.4,38.2,4,1999
3520,Paulo Afonso,30.7,255.0,9.4,38.2,2,2016
3521,Paulo Afonso,27.5,255.0,9.4,38.2,4,2012
3522,Paulo Afonso,25.2,255.0,9.4,38.2,11,2017
3523,Paulo Afonso,27.9,255.0,9.4,38.2,3,2014
3524,Paulo Afonso,27.9,255.0,9.4,38.2,2,2008
3525,Paulo Afonso,22.3,255.0,9.4,38.2,7,2005
3526,Paulo Afonso,23.3,255.0,9.4,38.2,8,2016
3527,Paulo Afonso,25.4,255.0,9.4,38.2,6,2013
3528,Paulo Afonso,22.6,255.0,9.4,38.2,7,2015
3529,Paulo Afonso,28.7,255.0,9.4,38.2,2,2009
3530,Paulo Afonso,25.9,255.0,9.4,38.2,5,1999
3531,Paulo Afonso,31.1,255.0,9.4,38.2,4,2017
3532,Paulo Afonso,23.3,255.0,9.4,38.2,8,2009
3533,Paulo Afonso,25.5,255.0,9.4,38.2,5,2006
3534,Paulo Afonso,27.5,255.0,9.4,38.2,11,2000
3535,Paulo Afonso,28.8,255.0,9.4,38.2,1,2007
3536,Paulo Afonso,22.6,255.0,9.4,38.2,8,2005
3537,Paulo Afonso,25.8,255.0,9.4,38.2,9,2013
3538,Paulo Afonso,30.7,255.0,9.4,38.2,5,2018
3539,Paulo Afonso,25.5,255.0,9.4,38.2,9,2002
3540,Remanso,29.7,397.4,9.6,42.1,12,2019
3541,Remanso,26.7,397.4,9.6,42.1,1,2001
3542,Remanso,26.8,397.4,9.6,42.1,2,2005
3543,Remanso,28.6,397.4,9.6,42.1,10,2002
3544,Remanso,25.2,397.4,9.6,42.1,8,2002
3545,Remanso,26.2,397.4,9.6,42.1,9,2017
3546,Remanso,25.6,397.4,9.6,42.1,4,2009
3547,Remanso,25.9,397.4,9.6,42.1,2,2001
3548,Remanso,26.0,397.4,9.6,42.1,5,2004
3549,Remanso,25.3,397.4,9.6,42.1,7,2011
3550,Remanso,25.7,397.4,9.6,42.1,8,2004
3551,Remanso,25.7,397.4,9.6,42.1,3,1999
3552,Remanso,27.2,397.4,9.6,42.1,9,2008
3553,Remanso,24.5,397.4,9.6,42.1,7,2003
3554,Remanso,26.7,397.4,9.6,42.1,3,2009
3555,Remanso,25.8,397.4,9.6,42.1,8,2008
3556,Remanso,25.9,397.4,9.6,42.1,12,2013
3557,Remanso,26.1,397.4,9.6,42.1,5,2008
3558,Remanso,26.6,397.4,9.6,42.1,1,2003
3559,Remanso,27.3,397.4,9.6,42.1,2,2012
3560,Remanso,26.7,397.4,9.6,42.1,2,2009
3561,Remanso,27.4,397.4,9.6,42.1,2,1999
3562,Remanso,27.9,397.4,9.6,42.1,10,1999
3563,Remanso,25.1,397.4,9.6,42.1,8,2012
3564,Remanso,27.1,397.4,9.6,42.1,2,2006
3565,Remanso,27.8,397.4,9.6,42.1,9,2019
3566,Remanso,27.3,397.4,9.6,42.1,5,2016
3567,Remanso,27.4,397.4,9.6,42.1,5,2000
3568,Remanso,27.0,397.4,9.6,42.1,4,2011
3569,Remanso,27.9,397.4,9.6,42.1,1,2015
3570,Remanso,27.1,397.4,9.6,42.1,1,1999
3571,Remanso,24.6,397.4,9.6,42.1,7,2008
3572,Remanso,28.7,397.4,9.6,42.1,10,2019
3573,Remanso,25.7,397.4,9.6,42.1,7,2013
3574,Remanso,24.8,397.4,9.6,42.1,7,2006
3575,Remanso,27.9,397.4,9.6,42.1,4,2015
3576,Remanso,26.5,397.4,9.6,42.1,2,2004
3577,Remanso,25.8,397.4,9.6,42.1,8,2005
3578,Remanso,26.0,397.4,9.6,42.1,3,2011
3579,Remanso,26.9,397.4,9.6,42.1,12,2005
3580,Remanso,26.6,397.4,9.6,42.1,5,2002
3581,Remanso,27.6,397.4,9.6,42.1,5,2012
3582,Remanso,30.4,397.4,9.6,42.1,12,2015
3583,Remanso,28.1,397.4,9.6,42.1,10,2006
3584,Remanso,27.8,397.4,9.6,42.1,11,2003
3585,Remanso,28.8,397.4,9.6,42.1,10,2010
3586,Remanso,27.7,397.4,9.6,42.1,11,1999
3587,Remanso,26.2,397.4,9.6,42.1,1,2004
3588,Remanso,28.2,397.4,9.6,42.1,1,2008
3589,Remanso,26.3,397.4,9.6,42.1,8,2011
3590,Remanso,26.4,397.4,9.6,42.1,1,2016
3591,Remanso,26.4,397.4,9.6,42.1,8,2018
3592,Remanso,29.7,397.4,9.6,42.1,11,2019
3593,Remanso,26.5,397.4,9.6,42.1,12,2018
3594,Remanso,29.5,397.4,9.6,42.1,11,2001
3595,Remanso,26.5,397.4,9.6,42.1,8,2017
3596,Remanso,26.4,397.4,9.6,42.1,5,2003
3597,Remanso,27.3,397.4,9.6,42.1,9,2004
3598,Remanso,27.5,397.4,9.6,42.1,2,2015
3599,Remanso,26.9,397.4,9.6,42.1,8,2000
3600,Remanso,26.8,397.4,9.6,42.1,2,2002
3601,Remanso,27.6,397.4,9.6,42.1,9,1999
3602,Remanso,27.4,397.4,9.6,42.1,3,2014
3603,Remanso,24.9,397.4,9.6,42.1,7,2004
3604,Remanso,26.5,397.4,9.6,42.1,9,2010
3605,Remanso,27.6,397.4,9.6,42.1,1,2014
3606,Remanso,27.8,397.4,9.6,42.1,12,2004
3607,Remanso,25.6,397.4,9.6,42.1,6,2003
3608,Remanso,27.4,397.4,9.6,42.1,12,2007
3609,Remanso,27.1,397.4,9.6,42.1,11,2011
3610,Remanso,28.4,397.4,9.6,42.1,12,2001
3611,Remanso,29.0,397.4,9.6,42.1,3,2013
3612,Remanso,25.6,397.4,9.6,42.1,8,2006
3613,Remanso,28.3,397.4,9.6,42.1,3,2015
3614,Remanso,27.7,397.4,9.6,42.1,4,2002
3615,Remanso,24.0,397.4,9.6,42.1,6,1999
3616,Remanso,27.2,397.4,9.6,42.1,5,2001
3617,Remanso,26.5,397.4,9.6,42.1,4,2014
3618,Remanso,26.8,397.4,9.6,42.1,5,1999
3619,Remanso,29.1,397.4,9.6,42.1,11,2017
3620,Remanso,27.8,397.4,9.6,42.1,1,2013
3621,Remanso,29.2,397.4,9.6,42.1,1,2007
3622,Remanso,27.0,397.4,9.6,42.1,3,2005
3623,Remanso,27.8,397.4,9.6,42.1,4,2000
3624,Remanso,27.1,397.4,9.6,42.1,4,2001
3625,Remanso,27.4,397.4,9.6,42.1,11,2006
3626,Remanso,28.5,397.4,9.6,42.1,12,2006
3627,Remanso,29.1,397.4,9.6,42.1,1,2019
3628,Remanso,26.6,397.4,9.6,42.1,6,2013
3629,Remanso,28.6,397.4,9.6,42.1,1,2018
3630,Remanso,28.7,397.4,9.6,42.1,11,2018
3631,Remanso,25.1,397.4,9.6,42.1,6,2004
3632,Remanso,26.5,397.4,9.6,42.1,2,2018
3633,Remanso,30.3,397.4,9.6,42.1,11,2015
3634,Remanso,27.4,397.4,9.6,42.1,9,2016
3635,Remanso,27.3,397.4,9.6,42.1,3,2019
3636,Remanso,29.1,397.4,9.6,42.1,10,2018
3637,Remanso,27.1,397.4,9.6,42.1,5,2015
3638,Remanso,27.5,397.4,9.6,42.1,3,2010
3639,Remanso,25.9,397.4,9.6,42.1,7,2019
3640,Remanso,25.1,397.4,9.6,42.1,6,2006
3641,Remanso,28.4,397.4,9.6,42.1,10,2008
3642,Remanso,26.9,397.4,9.6,42.1,9,2003
3643,Remanso,26.7,397.4,9.6,42.1,6,2000
3644,Remanso,26.2,397.4,9.6,42.1,5,2014
3645,Remanso,25.8,397.4,9.6,42.1,8,2015
3646,Remanso,25.8,397.4,9.6,42.1,6,2005
3647,Remanso,28.0,397.4,9.6,42.1,3,2002
3648,Remanso,27.6,397.4,9.6,42.1,12,2009
3649,Remanso,29.3,397.4,9.6,42.1,10,2015
3650,Remanso,27.7,397.4,9.6,42.1,5,2010
3651,Remanso,26.1,397.4,9.6,42.1,5,2018
3652,Remanso,28.5,397.4,9.6,42.1,10,2012
3653,Remanso,27.7,397.4,9.6,42.1,10,2009
3654,Remanso,27.6,397.4,9.6,42.1,4,2013
3655,Remanso,27.1,397.4,9.6,42.1,4,2010
3656,Remanso,27.8,397.4,9.6,42.1,2,2008
3657,Remanso,27.9,397.4,9.6,42.1,2,2003
3658,Remanso,26.4,397.4,9.6,42.1,9,2011
3659,Remanso,28.2,397.4,9.6,42.1,11,2016
3660,Remanso,28.8,397.4,9.6,42.1,1,2006
3661,Remanso,28.3,397.4,9.6,42.1,11,2007
3662,Remanso,27.7,397.4,9.6,42.1,4,1999
3663,Remanso,25.0,397.4,9.6,42.1,7,2005
3664,Remanso,25.7,397.4,9.6,42.1,1,2002
3665,Remanso,28.3,397.4,9.6,42.1,10,2013
3666,Remanso,25.2,397.4,9.6,42.1,7,2010
3667,Remanso,29.7,397.4,9.6,42.1,1,2017
3668,Remanso,25.8,397.4,9.6,42.1,7,2002
3669,Remanso,27.2,397.4,9.6,42.1,12,2003
3670,Remanso,26.3,397.4,9.6,42.1,5,2005
3671,Remanso,28.3,397.4,9.6,42.1,10,2004
3672,Remanso,26.4,397.4,9.6,42.1,11,2000
3673,Remanso,25.8,397.4,9.6,42.1,4,2008
3674,Remanso,26.1,397.4,9.6,42.1,8,2003
3675,Remanso,25.5,397.4,9.6,42.1,6,2001
3676,Remanso,27.4,397.4,9.6,42.1,12,2008
3677,Remanso,28.3,397.4,9.6,42.1,9,2009
3678,Remanso,26.4,397.4,9.6,42.1,4,2006
3679,Remanso,26.9,397.4,9.6,42.1,12,2010
3680,Remanso,29.0,397.4,9.6,42.1,11,2010
3681,Remanso,27.5,397.4,9.6,42.1,11,2014
3682,Remanso,27.6,397.4,9.6,42.1,4,2017
3683,Remanso,24.6,397.4,9.6,42.1,7,2017
3684,Remanso,29.2,397.4,9.6,42.1,12,2017
3685,Remanso,27.7,397.4,9.6,42.1,10,2000
3686,Remanso,28.6,397.4,9.6,42.1,10,2005
3687,Remanso,28.2,397.4,9.6,42.1,11,2004
3688,Remanso,28.2,397.4,9.6,42.1,11,2009
3689,Remanso,28.9,397.4,9.6,42.1,4,2012
3690,Remanso,27.9,397.4,9.6,42.1,12,2011
3691,Remanso,26.2,397.4,9.6,42.1,6,2002
3692,Remanso,26.1,397.4,9.6,42.1,6,2010
3693,Remanso,25.6,397.4,9.6,42.1,7,2015
3694,Remanso,26.9,397.4,9.6,42.1,3,2004
3695,Remanso,27.3,397.4,9.6,42.1,9,2002
3696,Remanso,26.6,397.4,9.6,42.1,5,2011
3697,Remanso,28.2,397.4,9.6,42.1,9,2015
3698,Remanso,28.2,397.4,9.6,42.1,11,2005
3699,Remanso,27.3,397.4,9.6,42.1,1,2010
3700,Remanso,27.8,397.4,9.6,42.1,10,2007
3701,Remanso,27.9,397.4,9.6,42.1,3,2017
3702,Remanso,26.9,397.4,9.6,42.1,1,2011
3703,Remanso,27.4,397.4,9.6,42.1,4,2007
3704,Remanso,26.8,397.4,9.6,42.1,1,2005
3705,Remanso,25.3,397.4,9.6,42.1,8,2014
3706,Remanso,27.1,397.4,9.6,42.1,9,2006
3707,Remanso,26.1,397.4,9.6,42.1,3,2001
3708,Remanso,25.8,397.4,9.6,42.1,12,2000
3709,Remanso,27.5,397.4,9.6,42.1,4,2019
3710,Remanso,26.5,397.4,9.6,42.1,5,2006
3711,Remanso,26.7,397.4,9.6,42.1,12,1999
3712,Remanso,26.3,397.4,9.6,42.1,3,2018
3713,Remanso,27.1,397.4,9.6,42.1,9,2013
3714,Remanso,25.4,397.4,9.6,42.1,7,2001
3715,Remanso,28.2,397.4,9.6,42.1,2,2019
3716,Remanso,26.7,397.4,9.6,42.1,1,2000
3717,Senhor do Bonfim,27.4,532.1,10.4,40.1,12,2019
3718,Senhor do Bonfim,25.7,532.1,10.4,40.1,3,2014
3719,Senhor do Bonfim,24.8,532.1,10.4,40.1,4,2008
3720,Senhor do Bonfim,21.9,532.1,10.4,40.1,6,2019
3721,Senhor do Bonfim,26.7,532.1,10.4,40.1,1,2018
3722,Senhor do Bonfim,25.1,532.1,10.4,40.1,3,2000
3723,Senhor do Bonfim,26.4,532.1,10.4,40.1,4,2003
3724,Senhor do Bonfim,22.9,532.1,10.4,40.1,5,2013
3725,Senhor do Bonfim,20.7,532.1,10.4,40.1,6,2006
3726,Senhor do Bonfim,27.2,532.1,10.4,40.1,3,2009
3727,Senhor do Bonfim,24.8,532.1,10.4,40.1,10,2007
3728,Senhor do Bonfim,21.9,532.1,10.4,40.1,6,2010
3729,Senhor do Bonfim,25.9,532.1,10.4,40.1,2,2011
3730,Senhor do Bonfim,25.6,532.1,10.4,40.1,3,2001
3731,Senhor do Bonfim,26.2,532.1,10.4,40.1,1,2012
3732,Senhor do Bonfim,25.7,532.1,10.4,40.1,4,1999
3733,Senhor do Bonfim,24.0,532.1,10.4,40.1,4,2010
3734,Senhor do Bonfim,20.5,532.1,10.4,40.1,7,2005
3735,Senhor do Bonfim,25.1,532.1,10.4,40.1,2,2007
3736,Senhor do Bonfim,21.7,532.1,10.4,40.1,6,2016
3737,Senhor do Bonfim,21.5,532.1,10.4,40.1,6,2009
3738,Senhor do Bonfim,25.1,532.1,10.4,40.1,4,2004
3739,Senhor do Bonfim,25.6,532.1,10.4,40.1,4,2015
3740,Senhor do Bonfim,25.5,532.1,10.4,40.1,11,2009
3741,Senhor do Bonfim,21.7,532.1,10.4,40.1,8,2005
3742,Senhor do Bonfim,21.5,532.1,10.4,40.1,6,2011
3743,Senhor do Bonfim,23.3,532.1,10.4,40.1,9,2003
3744,Senhor do Bonfim,27.0,532.1,10.4,40.1,2,2013
3745,Senhor do Bonfim,25.4,532.1,10.4,40.1,10,2009
3746,Senhor do Bonfim,26.0,532.1,10.4,40.1,11,2005
3747,Senhor do Bonfim,25.5,532.1,10.4,40.1,1,2010
3748,Senhor do Bonfim,23.9,532.1,10.4,40.1,9,2002
3749,Senhor do Bonfim,26.7,532.1,10.4,40.1,11,2001
3750,Senhor do Bonfim,20.0,532.1,10.4,40.1,7,2006
3751,Senhor do Bonfim,24.0,532.1,10.4,40.1,9,2005
3752,Senhor do Bonfim,23.9,532.1,10.4,40.1,1,2002
3753,Senhor do Bonfim,27.2,532.1,10.4,40.1,1,2003
3754,Senhor do Bonfim,25.0,532.1,10.4,40.1,12,2010
3755,Senhor do Bonfim,25.1,532.1,10.4,40.1,4,2016
3756,Senhor do Bonfim,26.1,532.1,10.4,40.1,11,2002
3757,Senhor do Bonfim,21.6,532.1,10.4,40.1,6,2007
3758,Senhor do Bonfim,21.9,532.1,10.4,40.1,6,2002
3759,Senhor do Bonfim,25.9,532.1,10.4,40.1,10,2018
3760,Senhor do Bonfim,23.9,532.1,10.4,40.1,12,2014
3761,Senhor do Bonfim,24.7,532.1,10.4,40.1,4,2009
3762,Senhor do Bonfim,21.8,532.1,10.4,40.1,8,2004
3763,Senhor do Bonfim,24.9,532.1,10.4,40.1,2,2004
3764,Senhor do Bonfim,21.7,532.1,10.4,40.1,8,2019
3765,Senhor do Bonfim,24.6,532.1,10.4,40.1,10,2013
3766,Senhor do Bonfim,22.2,532.1,10.4,40.1,6,2013
3767,Senhor do Bonfim,23.2,532.1,10.4,40.1,9,2014
3768,Senhor do Bonfim,24.9,532.1,10.4,40.1,12,2008
3769,Senhor do Bonfim,23.9,532.1,10.4,40.1,9,2019
3770,Senhor do Bonfim,22.6,532.1,10.4,40.1,5,2006
3771,Senhor do Bonfim,20.4,532.1,10.4,40.1,7,2010
3772,Senhor do Bonfim,20.8,532.1,10.4,40.1,8,2001
3773,Senhor do Bonfim,22.3,532.1,10.4,40.1,5,2011
3774,Senhor do Bonfim,23.3,532.1,10.4,40.1,5,2003
3775,Senhor do Bonfim,25.6,532.1,10.4,40.1,10,2002
3776,Senhor do Bonfim,23.3,532.1,10.4,40.1,9,2004
3777,Senhor do Bonfim,27.6,532.1,10.4,40.1,11,2015
3778,Senhor do Bonfim,26.5,532.1,10.4,40.1,12,2017
3779,Senhor do Bonfim,25.3,532.1,10.4,40.1,2,2015
3780,Senhor do Bonfim,26.1,532.1,10.4,40.1,10,2016
3781,Senhor do Bonfim,26.1,532.1,10.4,40.1,2,2005
3782,Senhor do Bonfim,26.1,532.1,10.4,40.1,2,2008
3783,Senhor do Bonfim,26.1,532.1,10.4,40.1,3,1999
3784,Senhor do Bonfim,25.8,532.1,10.4,40.1,11,2016
3785,Senhor do Bonfim,26.0,532.1,10.4,40.1,3,2016
3786,Senhor do Bonfim,21.2,532.1,10.4,40.1,7,2007
3787,Senhor do Bonfim,20.9,532.1,10.4,40.1,8,2014
3788,Senhor do Bonfim,24.9,532.1,10.4,40.1,4,2014
3789,Senhor do Bonfim,25.3,532.1,10.4,40.1,10,2015
3790,Senhor do Bonfim,22.6,532.1,10.4,40.1,5,2014
3791,Senhor do Bonfim,23.9,532.1,10.4,40.1,5,2012
3792,Senhor do Bonfim,22.1,532.1,10.4,40.1,8,2003
3793,Senhor do Bonfim,25.0,532.1,10.4,40.1,2,2017
3794,Senhor do Bonfim,25.9,532.1,10.4,40.1,3,2015
3795,Senhor do Bonfim,25.2,532.1,10.4,40.1,11,2013
3796,Senhor do Bonfim,25.0,532.1,10.4,40.1,1,2015
3797,Senhor do Bonfim,22.7,532.1,10.4,40.1,5,2005
3798,Senhor do Bonfim,25.3,532.1,10.4,40.1,12,2005
3799,Senhor do Bonfim,23.0,532.1,10.4,40.1,5,2000
3800,Senhor do Bonfim,21.1,532.1,10.4,40.1,7,2001
3801,Senhor do Bonfim,21.7,532.1,10.4,40.1,7,1999
3802,Senhor do Bonfim,24.6,532.1,10.4,40.1,1,2016
3803,Senhor do Bonfim,22.7,532.1,10.4,40.1,9,2006
3804,Senhor do Bonfim,25.4,532.1,10.4,40.1,2,2014
3805,Senhor do Bonfim,20.0,532.1,10.4,40.1,7,2016
3806,Senhor do Bonfim,27.1,532.1,10.4,40.1,1,2005
3807,Senhor do Bonfim,25.3,532.1,10.4,40.1,2,2012
3808,Senhor do Bonfim,24.6,532.1,10.4,40.1,11,2000
3809,Senhor do Bonfim,24.3,532.1,10.4,40.1,4,2006
3810,Senhor do Bonfim,24.9,532.1,10.4,40.1,5,2019
3811,Senhor do Bonfim,24.9,532.1,10.4,40.1,2,2016
3812,Senhor do Bonfim,25.2,532.1,10.4,40.1,5,2001
3813,Senhor do Bonfim,24.2,532.1,10.4,40.1,3,2007
3814,Senhor do Bonfim,21.9,532.1,10.4,40.1,7,2002
3815,Senhor do Bonfim,24.8,532.1,10.4,40.1,10,2001
3816,Senhor do Bonfim,24.7,532.1,10.4,40.1,12,2015
3817,Senhor do Bonfim,26.3,532.1,10.4,40.1,1,2019
3818,Senhor do Bonfim,26.5,532.1,10.4,40.1,1,2013
3819,Senhor do Bonfim,21.3,532.1,10.4,40.1,7,2004
3820,Senhor do Bonfim,25.1,532.1,10.4,40.1,1,2014
3821,Senhor do Bonfim,23.7,532.1,10.4,40.1,5,2016
3822,Senhor do Bonfim,21.7,532.1,10.4,40.1,7,2009
3823,Senhor do Bonfim,23.8,532.1,10.4,40.1,10,2014
3824,Senhor do Bonfim,24.9,532.1,10.4,40.1,11,2006
3825,Senhor do Bonfim,22.2,532.1,10.4,40.1,6,2004
3826,Senhor do Bonfim,19.9,532.1,10.4,40.1,7,2017
3827,Senhor do Bonfim,26.4,532.1,10.4,40.1,3,2017
3828,Senhor do Bonfim,26.2,532.1,10.4,40.1,3,2012
3829,Senhor do Bonfim,25.4,532.1,10.4,40.1,10,2008
3830,Senhor do Bonfim,26.8,532.1,10.4,40.1,11,2019
3831,Senhor do Bonfim,27.2,532.1,10.4,40.1,11,2008
3832,Senhor do Bonfim,25.3,532.1,10.4,40.1,3,2002
3833,Senhor do Bonfim,24.4,532.1,10.4,40.1,11,1999
