CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO,,,,,
SENHOR DO BOMFIM,"24,8","532,1","10,4","40,1",10,2003,,,,,
SENHOR DO BOMFIM,"24,6","532,1","10,4","40,1",11,2003,,,,,
SENHOR DO BOMFIM,"25,0","532,1","10,4","40,1",12,2003,,,,,
SENHOR DO BOMFIM,"24,9","532,1","10,4","40,1",1,2004,,,,,
SENHOR DO BOMFIM,"24,9","532,1","10,4","40,1",2,2004,,,,,
SENHOR DO BOMFIM,"25,0","532,1","10,4","40,1",3,2004,,,,,
SENHOR DO BOMFIM,"25,1","532,1","10,4","40,1",4,2004,,,,,
SENHOR DO BOMFIM,"23,2","532,1","10,4","40,1",5,2004,,,,,
SENHOR DO BOMFIM,"22,2","532,1","10,4","40,1",6,2004,,,,,
SENHOR DO BOMFIM,"21,3","532,1","10,4","40,1",7,2004,,,,,
SENHOR DO BOMFIM,"21,8","532,1","10,4","40,1",8,2004,,,,,
SENHOR DO BOMFIM,"23,3","532,1","10,4","40,1",9,2004,,,,,
SENHOR DO BOMFIM,"25,8","532,1","10,4","40,1",10,2004,,,,,
SENHOR DO BOMFIM,"26,2","532,1","10,4","40,1",11,2004,,,,,
SENHOR DO BOMFIM,"25,2","532,1","10,4","40,1",12,2004,,,,,
SENHOR DO BOMFIM,"27,1","532,1","10,4","40,1",1,2005,,,,,
SENHOR DO BOMFIM,"26,1","532,1","10,4","40,1",2,2005,,,,,
SENHOR DO BOMFIM,"26,1","532,1","10,4","40,1",3,2005,,,,,
SENHOR DO BOMFIM,"24,3","532,1","10,4","40,1",4,2005,,,,,
SENHOR DO BOMFIM,"22,7","532,1","10,4","40,1",5,2005,,,,,
SENHOR DO BOMFIM,"21,4","532,1","10,4","40,1",6,2005,,,,,
SENHOR DO BOMFIM,"20,5","532,1","10,4","40,1",7,2005,,,,,
SENHOR DO BOMFIM,"21,7","532,1","10,4","40,1",8,2005,,,,,
SENHOR DO BOMFIM,"24,0","532,1","10,4","40,1",9,2005,,,,,
SENHOR DO BOMFIM,"25,8","532,1","10,4","40,1",10,2005,,,,,
SENHOR DO BOMFIM,"26,0","532,1","10,4","40,1",11,2005,,,,,
SENHOR DO BOMFIM,"25,3","532,1","10,4","40,1",12,2005,,,,,
SENHOR DO BOMFIM,"26,5","532,1","10,4","40,1",1,2006,,,,,
SENHOR DO BOMFIM,"27,5","532,1","10,4","40,1",2,2006,,,,,
SENHOR DO BOMFIM,"26,0","532,1","10,4","40,1",3,2006,,,,,
SENHOR DO BOMFIM,"24,3","532,1","10,4","40,1",4,2006,,,,,
SENHOR DO BOMFIM,"22,6","532,1","10,4","40,1",5,2006,,,,,
SENHOR DO BOMFIM,"20,7","532,1","10,4","40,1",6,2006,,,,,
SENHOR DO BOMFIM,"20,0","532,1","10,4","40,1",7,2006,,,,,
SENHOR DO BOMFIM,"21,5","532,1","10,4","40,1",8,2006,,,,,
SENHOR DO BOMFIM,"22,7","532,1","10,4","40,1",9,2006,,,,,
SENHOR DO BOMFIM,"24,2","532,1","10,4","40,1",10,2006,,,,,
SENHOR DO BOMFIM,"24,9","532,1","10,4","40,1",11,2006,,,,,
SENHOR DO BOMFIM,"26,4","532,1","10,4","40,1",12,2006,,,,,
SENHOR DO BOMFIM,"27,7","532,1","10,4","40,1",1,2007,,,,,
SENHOR DO BOMFIM,"25,1","532,1","10,4","40,1",2,2007,,,,,
SENHOR DO BOMFIM,"24,2","532,1","10,4","40,1",3,2007,,,,,
SENHOR DO BOMFIM,"24,5","532,1","10,4","40,1",4,2007,,,,,
SENHOR DO BOMFIM,"22,6","532,1","10,4","40,1",5,2007,,,,,
SENHOR DO BOMFIM,"21,6","532,1","10,4","40,1",6,2007,,,,,
SENHOR DO BOMFIM,"21,2","532,1","10,4","40,1",7,2007,,,,,
SENHOR DO BOMFIM,"21,6","532,1","10,4","40,1",8,2007,,,,,
SENHOR DO BOMFIM,"22,8","532,1","10,4","40,1",9,2007,,,,,
SENHOR DO BOMFIM,"24,8","532,1","10,4","40,1",10,2007,,,,,
SENHOR DO BOMFIM,"26,2","532,1","10,4","40,1",11,2007,,,,,
SENHOR DO BOMFIM,"26,2","532,1","10,4","40,1",12,2007,,,,,
SENHOR DO BOMFIM,"26,8","532,1","10,4","40,1",1,2008,,,,,
SENHOR DO BOMFIM,"26,1","532,1","10,4","40,1",2,2008,,,,,
SENHOR DO BOMFIM,"25,7","532,1","10,4","40,1",3,2008,,,,,
SENHOR DO BOMFIM,"24,8","532,1","10,4","40,1",4,2008,,,,,
SENHOR DO BOMFIM,"22,9","532,1","10,4","40,1",5,2008,,,,,
SENHOR DO BOMFIM,"21,5","532,1","10,4","40,1",6,2008,,,,,
SENHOR DO BOMFIM,"20,4","532,1","10,4","40,1",7,2008,,,,,
SENHOR DO BOMFIM,"21,9","532,1","10,4","40,1",8,2008,,,,,
SENHOR DO BOMFIM,"23,6","532,1","10,4","40,1",9,2008,,,,,
SENHOR DO BOMFIM,"25,4","532,1","10,4","40,1",10,2008,,,,,
SENHOR DO BOMFIM,"27,2","532,1","10,4","40,1",11,2008,,,,,
SENHOR DO BOMFIM,"24,9","532,1","10,4","40,1",12,2008,,,,,
SENHOR DO BOMFIM,"25,8","532,1","10,4","40,1",1,2009,,,,,
SENHOR DO BOMFIM,"25,6","532,1","10,4","40,1",2,2009,,,,,
SENHOR DO BOMFIM,"27,2","532,1","10,4","40,1",3,2009,,,,,
SENHOR DO BOMFIM,"24,7","532,1","10,4","40,1",4,2009,,,,,
SENHOR DO BOMFIM,"22,4","532,1","10,4","40,1",5,2009,,,,,
SENHOR DO BOMFIM,"21,5","532,1","10,4","40,1",6,2009,,,,,
SENHOR DO BOMFIM,"21,7","532,1","10,4","40,1",7,2009,,,,,
SENHOR DO BOMFIM,"22,0","532,1","10,4","40,1",8,2009,,,,,
SENHOR DO BOMFIM,"25,0","532,1","10,4","40,1",9,2009,,,,,
SENHOR DO BOMFIM,"25,4","532,1","10,4","40,1",10,2009,,,,,
SENHOR DO BOMFIM,"25,5","532,1","10,4","40,1",11,2009,,,,,
SENHOR DO BOMFIM,"26,4","532,1","10,4","40,1",12,2009,,,,,
SENHOR DO BOMFIM,"25,5","532,1","10,4","40,1",1,2010,,,,,
SENHOR DO BOMFIM,"26,7","532,1","10,4","40,1",2,2010,,,,,
SENHOR DO BOMFIM,"26,0","532,1","10,4","40,1",3,2010,,,,,
SENHOR DO BOMFIM,"24,0","532,1","10,4","40,1",4,2010,,,,,
SENHOR DO BOMFIM,"24,4","532,1","10,4","40,1",5,2010,,,,,
SENHOR DO BOMFIM,"21,9","532,1","10,4","40,1",6,2010,,,,,
SENHOR DO BOMFIM,"20,4","532,1","10,4","40,1",7,2010,,,,,
SENHOR DO BOMFIM,"20,3","532,1","10,4","40,1",8,2010,,,,,
SENHOR DO BOMFIM,"22,1","532,1","10,4","40,1",9,2010,,,,,
SENHOR DO BOMFIM,"25,5","532,1","10,4","40,1",10,2010,,,,,
SENHOR DO BOMFIM,"26,1","532,1","10,4","40,1",11,2010,,,,,
SENHOR DO BOMFIM,"25,0","532,1","10,4","40,1",12,2010,,,,,
SENHOR DO BOMFIM,"25,2","532,1","10,4","40,1",1,2011,,,,,
SENHOR DO BOMFIM,"25,9","532,1","10,4","40,1",2,2011,,,,,
SENHOR DO BOMFIM,"25,7","532,1","10,4","40,1",3,2011,,,,,
SENHOR DO BOMFIM,"24,3","532,1","10,4","40,1",4,2011,,,,,
SENHOR DO BOMFIM,"22,3","532,1","10,4","40,1",5,2011,,,,,
SENHOR DO BOMFIM,"21,5","532,1","10,4","40,1",6,2011,,,,,
SENHOR DO BOMFIM,"21,5","532,1","10,4","40,1",7,2011,,,,,
SENHOR DO BOMFIM,"22,4","532,1","10,4","40,1",8,2011,,,,,
SENHOR DO BOMFIM,"22,7","532,1","10,4","40,1",9,2011,,,,,
SENHOR DO BOMFIM,"24,8","532,1","10,4","40,1",10,2011,,,,,
SENHOR DO BOMFIM,"23,6","532,1","10,4","40,1",11,2011,,,,,
SENHOR DO BOMFIM,"25,5","532,1","10,4","40,1",12,2011,,,,,
SENHOR DO BOMFIM,"26,2","532,1","10,4","40,1",1,2012,,,,,
SENHOR DO BOMFIM,"25,3","532,1","10,4","40,1",2,2012,,,,,
SENHOR DO BOMFIM,"26,2","532,1","10,4","40,1",3,2012,,,,,
SENHOR DO BOMFIM,"25,7","532,1","10,4","40,1",4,2012,,,,,
SENHOR DO BOMFIM,"23,9","532,1","10,4","40,1",5,2012,,,,,
SENHOR DO BOMFIM,"23,0","532,1","10,4","40,1",6,2012,,,,,
SENHOR DO BOMFIM,"21,4","532,1","10,4","40,1",7,2012,,,,,
SENHOR DO BOMFIM,"21,0","532,1","10,4","40,1",8,2012,,,,,
SENHOR DO BOMFIM,"23,4","532,1","10,4","40,1",9,2012,,,,,
SENHOR DO BOMFIM,"23,7","532,1","10,4","40,1",10,2012,,,,,
SENHOR DO BOMFIM,"24,6","532,1","10,4","40,1",11,2012,,,,,
SENHOR DO BOMFIM,"26,4","532,1","10,4","40,1",12,2012,,,,,
SENHOR DO BOMFIM,"26,5","532,1","10,4","40,1",1,2013,,,,,
SENHOR DO BOMFIM,"27,0","532,1","10,4","40,1",2,2013,,,,,
SENHOR DO BOMFIM,"27,5","532,1","10,4","40,1",3,2013,,,,,
SENHOR DO BOMFIM,"25,3","532,1","10,4","40,1",4,2013,,,,,
SENHOR DO BOMFIM,"22,9","532,1","10,4","40,1",5,2013,,,,,
SENHOR DO BOMFIM,"22,2","532,1","10,4","40,1",6,2013,,,,,
SENHOR DO BOMFIM,"21,4","532,1","10,4","40,1",7,2013,,,,,
SENHOR DO BOMFIM,"21,4","532,1","10,4","40,1",8,2013,,,,,
SENHOR DO BOMFIM,"23,2","532,1","10,4","40,1",9,2013,,,,,
SENHOR DO BOMFIM,"24,6","532,1","10,4","40,1",10,2013,,,,,
SENHOR DO BOMFIM,"25,2","532,1","10,4","40,1",11,2013,,,,,
SENHOR DO BOMFIM,"25,1","532,1","10,4","40,1",12,2013,,,,,
SENHOR DO BOMFIM,"25,1","532,1","10,4","40,1",1,2014,,,,,
SENHOR DO BOMFIM,"25,4","532,1","10,4","40,1",2,2014,,,,,
SENHOR DO BOMFIM,"25,7","532,1","10,4","40,1",3,2014,,,,,
SENHOR DO BOMFIM,"24,9","532,1","10,4","40,1",4,2014,,,,,
SENHOR DO BOMFIM,"22,6","532,1","10,4","40,1",5,2014,,,,,
SENHOR DO BOMFIM,"21,7","532,1","10,4","40,1",6,2014,,,,,
SENHOR DO BOMFIM,"20,8","532,1","10,4","40,1",7,2014,,,,,
SENHOR DO BOMFIM,"20,9","532,1","10,4","40,1",8,2014,,,,,
SENHOR DO BOMFIM,"23,2","532,1","10,4","40,1",9,2014,,,,,
SENHOR DO BOMFIM,"23,8","532,1","10,4","40,1",10,2014,,,,,
SENHOR DO BOMFIM,"24,6","532,1","10,4","40,1",11,2014,,,,,
SENHOR DO BOMFIM,"23,9","532,1","10,4","40,1",12,2014,,,,,
SENHOR DO BOMFIM,"25,0","532,1","10,4","40,1",1,2015,,,,,
SENHOR DO BOMFIM,"25,3","532,1","10,4","40,1",2,2015,,,,,
SENHOR DO BOMFIM,"25,9","532,1","10,4","40,1",3,2015,,,,,
SENHOR DO BOMFIM,"25,6","532,1","10,4","40,1",4,2015,,,,,
SENHOR DO BOMFIM,"22,6","532,1","10,4","40,1",5,2015,,,,,
SENHOR DO BOMFIM,"20,6","532,1","10,4","40,1",6,2015,,,,,
SENHOR DO BOMFIM,"20,8","532,1","10,4","40,1",7,2015,,,,,
SENHOR DO BOMFIM,"21,5","532,1","10,4","40,1",8,2015,,,,,
SENHOR DO BOMFIM,"24,2","532,1","10,4","40,1",9,2015,,,,,
SENHOR DO BOMFIM,"25,3","532,1","10,4","40,1",10,2015,,,,,
SENHOR DO BOMFIM,"27,6","532,1","10,4","40,1",11,2015,,,,,
SENHOR DO BOMFIM,"24,7","532,1","10,4","40,1",12,2015,,,,,
SENHOR DO BOMFIM,"24,6","532,1","10,4","40,1",1,2016,,,,,
SENHOR DO BOMFIM,"24,9","532,1","10,4","40,1",2,2016,,,,,
SENHOR DO BOMFIM,"26,0","532,1","10,4","40,1",3,2016,,,,,
SENHOR DO BOMFIM,"25,1","532,1","10,4","40,1",4,2016,,,,,
SENHOR DO BOMFIM,"23,7","532,1","10,4","40,1",5,2016,,,,,
SENHOR DO BOMFIM,"21,7","532,1","10,4","40,1",6,2016,,,,,
SENHOR DO BOMFIM,"20,0","532,1","10,4","40,1",7,2016,,,,,
SENHOR DO BOMFIM,"22,2","532,1","10,4","40,1",8,2016,,,,,
SENHOR DO BOMFIM,"24,2","532,1","10,4","40,1",9,2016,,,,,
SENHOR DO BOMFIM,"26,1","532,1","10,4","40,1",10,2016,,,,,
SENHOR DO BOMFIM,"25,8","532,1","10,4","40,1",11,2016,,,,,
SENHOR DO BOMFIM,"25,9","532,1","10,4","40,1",12,2016,,,,,
SENHOR DO BOMFIM,"24,8","532,1","10,4","40,1",1,2017,,,,,
SENHOR DO BOMFIM,"25,0","532,1","10,4","40,1",2,2017,,,,,
SENHOR DO BOMFIM,"26,4","532,1","10,4","40,1",3,2017,,,,,
SENHOR DO BOMFIM,"25,2","532,1","10,4","40,1",4,2017,,,,,
SENHOR DO BOMFIM,"23,7","532,1","10,4","40,1",5,2017,,,,,
SENHOR DO BOMFIM,"22,2","532,1","10,4","40,1",6,2017,,,,,
SENHOR DO BOMFIM,"19,9","532,1","10,4","40,1",7,2017,,,,,
SENHOR DO BOMFIM,"22,0","532,1","10,4","40,1",8,2017,,,,,
SENHOR DO BOMFIM,"21,1","532,1","10,4","40,1",9,2017,,,,,
SENHOR DO BOMFIM,"24,7","532,1","10,4","40,1",10,2017,,,,,
SENHOR DO BOMFIM,"25,8","532,1","10,4","40,1",11,2017,,,,,
SENHOR DO BOMFIM,"26,5","532,1","10,4","40,1",12,2017,,,,,
SENHOR DO BOMFIM,"26,7","532,1","10,4","40,1",1,2018,,,,,
SENHOR DO BOMFIM,"25,6","532,1","10,4","40,1",2,2018,,,,,
SENHOR DO BOMFIM,"25,3","532,1","10,4","40,1",3,2018,,,,,
SENHOR DO BOMFIM,"23,6","532,1","10,4","40,1",4,2018,,,,,
SENHOR DO BOMFIM,"22,9","532,1","10,4","40,1",5,2018,,,,,
SENHOR DO BOMFIM,"21,6","532,1","10,4","40,1",6,2018,,,,,
SENHOR DO BOMFIM,"22,2","532,1","10,4","40,1",7,2018,,,,,
SENHOR DO BOMFIM,"23,1","532,1","10,4","40,1",8,2018,,,,,
SENHOR DO BOMFIM,"24,6","532,1","10,4","40,1",9,2018,,,,,
SENHOR DO BOMFIM,"25,9","532,1","10,4","40,1",10,2018,,,,,
SENHOR DO BOMFIM,"25,8","532,1","10,4","40,1",11,2018,,,,,
SENHOR DO BOMFIM,"24,4","532,1","10,4","40,1",12,2018,,,,,
SENHOR DO BOMFIM,"26,3","532,1","10,4","40,1",1,2019,,,,,
SENHOR DO BOMFIM,"27,1","532,1","10,4","40,1",2,2019,,,,,
SENHOR DO BOMFIM,"26,2","532,1","10,4","40,1",3,2019,,,,,
SENHOR DO BOMFIM,"24,8","532,1","10,4","40,1",4,2019,,,,,
SENHOR DO BOMFIM,"24,9","532,1","10,4","40,1",5,2019,,,,,
SENHOR DO BOMFIM,"21,9","532,1","10,4","40,1",6,2019,,,,,
SENHOR DO BOMFIM,"21,0","532,1","10,4","40,1",7,2019,,,,,
SENHOR DO BOMFIM,"21,7","532,1","10,4","40,1",8,2019,,,,,
SENHOR DO BOMFIM,"23,9","532,1","10,4","40,1",9,2019,,,,,
SENHOR DO BOMFIM,"25,5","532,1","10,4","40,1",10,2019,,,,,
SENHOR DO BOMFIM,"26,8","532,1","10,4","40,1",11,2019,,,,,
SENHOR DO BOMFIM,"27,4","532,1","10,4","40,1",12,2019,,,,,
SERRINHA,"26,7","362,4","11,7","39,0",1,1999,,,,,
SERRINHA,"26,4","362,4","11,7","39,0",2,1999,,,,,
SERRINHA,"27,0","362,4","11,7","39,0",3,1999,,,,,
SERRINHA,"25,5","362,4","11,7","39,0",4,1999,,,,,
SERRINHA,"23,5","362,4","11,7","39,0",5,1999,,,,,
SERRINHA,"22,6","362,4","11,7","39,0",6,1999,,,,,
SERRINHA,"21,7","362,4","11,7","39,0",7,1999,,,,,
SERRINHA,"20,7","362,4","11,7","39,0",8,1999,,,,,
SERRINHA,"22,1","362,4","11,7","39,0",9,1999,,,,,
SERRINHA,"23,1","362,4","11,7","39,0",10,1999,,,,,
SERRINHA,"24,2","362,4","11,7","39,0",11,1999,,,,,
SERRINHA,"25,1","362,4","11,7","39,0",12,1999,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",1,2000,,,,,
SERRINHA,"26,0","362,4","11,7","39,0",2,2000,,,,,
SERRINHA,"25,5","362,4","11,7","39,0",3,2000,,,,,
SERRINHA,"24,6","362,4","11,7","39,0",4,2000,,,,,
SERRINHA,"23,5","362,4","11,7","39,0",5,2000,,,,,
SERRINHA,"22,0","362,4","11,7","39,0",6,2000,,,,,
SERRINHA,"21,3","362,4","11,7","39,0",7,2000,,,,,
SERRINHA,"21,5","362,4","11,7","39,0",8,2000,,,,,
SERRINHA,"22,3","362,4","11,7","39,0",9,2000,,,,,
SERRINHA,"24,1","362,4","11,7","39,0",10,2000,,,,,
SERRINHA,"24,6","362,4","11,7","39,0",11,2000,,,,,
SERRINHA,"24,9","362,4","11,7","39,0",12,2000,,,,,
SERRINHA,"24,8","362,4","11,7","39,0",1,2001,,,,,
SERRINHA,"26,2","362,4","11,7","39,0",2,2001,,,,,
SERRINHA,"25,5","362,4","11,7","39,0",3,2001,,,,,
SERRINHA,"24,4","362,4","11,7","39,0",4,2001,,,,,
SERRINHA,"25,3","362,4","11,7","39,0",5,2001,,,,,
SERRINHA,"22,2","362,4","11,7","39,0",6,2001,,,,,
SERRINHA,"21,8","362,4","11,7","39,0",7,2001,,,,,
SERRINHA,"21,0","362,4","11,7","39,0",8,2001,,,,,
SERRINHA,"22,4","362,4","11,7","39,0",9,2001,,,,,
SERRINHA,"23,8","362,4","11,7","39,0",10,2001,,,,,
SERRINHA,"25,4","362,4","11,7","39,0",11,2001,,,,,
SERRINHA,"25,8","362,4","11,7","39,0",12,2001,,,,,
SERRINHA,"24,7","362,4","11,7","39,0",1,2002,,,,,
SERRINHA,"25,1","362,4","11,7","39,0",2,2002,,,,,
SERRINHA,"25,7","362,4","11,7","39,0",3,2002,,,,,
SERRINHA,"24,9","362,4","11,7","39,0",4,2002,,,,,
SERRINHA,"23,6","362,4","11,7","39,0",5,2002,,,,,
SERRINHA,"22,6","362,4","11,7","39,0",6,2002,,,,,
SERRINHA,"21,9","362,4","11,7","39,0",7,2002,,,,,
SERRINHA,"21,7","362,4","11,7","39,0",8,2002,,,,,
SERRINHA,"23,4","362,4","11,7","39,0",9,2002,,,,,
SERRINHA,"24,6","362,4","11,7","39,0",10,2002,,,,,
SERRINHA,"25,4","362,4","11,7","39,0",11,2002,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",12,2002,,,,,
SERRINHA,"27,2","362,4","11,7","39,0",1,2003,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",2,2003,,,,,
SERRINHA,"26,4","362,4","11,7","39,0",3,2003,,,,,
SERRINHA,"26,2","362,4","11,7","39,0",4,2003,,,,,
SERRINHA,"24,1","362,4","11,7","39,0",5,2003,,,,,
SERRINHA,"22,3","362,4","11,7","39,0",6,2003,,,,,
SERRINHA,"21,2","362,4","11,7","39,0",7,2003,,,,,
SERRINHA,"22,0","362,4","11,7","39,0",8,2003,,,,,
SERRINHA,"22,6","362,4","11,7","39,0",9,2003,,,,,
SERRINHA,"24,3","362,4","11,7","39,0",10,2003,,,,,
SERRINHA,"24,6","362,4","11,7","39,0",11,2003,,,,,
SERRINHA,"26,1","362,4","11,7","39,0",12,2003,,,,,
SERRINHA,"25,2","362,4","11,7","39,0",1,2004,,,,,
SERRINHA,"25,3","362,4","11,7","39,0",2,2004,,,,,
SERRINHA,"25,5","362,4","11,7","39,0",3,2004,,,,,
SERRINHA,"25,1","362,4","11,7","39,0",4,2004,,,,,
SERRINHA,"23,7","362,4","11,7","39,0",5,2004,,,,,
SERRINHA,"22,3","362,4","11,7","39,0",6,2004,,,,,
SERRINHA,"21,2","362,4","11,7","39,0",7,2004,,,,,
SERRINHA,"21,8","362,4","11,7","39,0",8,2004,,,,,
SERRINHA,"23,1","362,4","11,7","39,0",9,2004,,,,,
SERRINHA,"25,0","362,4","11,7","39,0",10,2004,,,,,
SERRINHA,"25,7","362,4","11,7","39,0",11,2004,,,,,
SERRINHA,"26,4","362,4","11,7","39,0",12,2004,,,,,
SERRINHA,"26,9","362,4","11,7","39,0",1,2005,,,,,
SERRINHA,"26,4","362,4","11,7","39,0",2,2005,,,,,
SERRINHA,"26,9","362,4","11,7","39,0",3,2005,,,,,
SERRINHA,"24,7","362,4","11,7","39,0",4,2005,,,,,
SERRINHA,"23,7","362,4","11,7","39,0",5,2005,,,,,
SERRINHA,"22,3","362,4","11,7","39,0",6,2005,,,,,
SERRINHA,"21,3","362,4","11,7","39,0",7,2005,,,,,
SERRINHA,"21,7","362,4","11,7","39,0",8,2005,,,,,
SERRINHA,"23,5","362,4","11,7","39,0",9,2005,,,,,
SERRINHA,"25,1","362,4","11,7","39,0",10,2005,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",11,2005,,,,,
SERRINHA,"25,8","362,4","11,7","39,0",12,2005,,,,,
SERRINHA,"26,2","362,4","11,7","39,0",1,2006,,,,,
SERRINHA,"27,7","362,4","11,7","39,0",2,2006,,,,,
SERRINHA,"27,2","362,4","11,7","39,0",3,2006,,,,,
SERRINHA,"25,5","362,4","11,7","39,0",4,2006,,,,,
SERRINHA,"23,3","362,4","11,7","39,0",5,2006,,,,,
SERRINHA,"21,3","362,4","11,7","39,0",6,2006,,,,,
SERRINHA,"21,0","362,4","11,7","39,0",7,2006,,,,,
SERRINHA,"21,6","362,4","11,7","39,0",8,2006,,,,,
SERRINHA,"22,7","362,4","11,7","39,0",9,2006,,,,,
SERRINHA,"23,8","362,4","11,7","39,0",10,2006,,,,,
SERRINHA,"24,9","362,4","11,7","39,0",11,2006,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",12,2006,,,,,
SERRINHA,"27,1","362,4","11,7","39,0",1,2007,,,,,
SERRINHA,"25,9","362,4","11,7","39,0",2,2007,,,,,
SERRINHA,"24,7","362,4","11,7","39,0",3,2007,,,,,
SERRINHA,"25,0","362,4","11,7","39,0",4,2007,,,,,
SERRINHA,"23,2","362,4","11,7","39,0",5,2007,,,,,
SERRINHA,"22,0","362,4","11,7","39,0",6,2007,,,,,
SERRINHA,"21,5","362,4","11,7","39,0",7,2007,,,,,
SERRINHA,"21,3","362,4","11,7","39,0",8,2007,,,,,
SERRINHA,"21,8","362,4","11,7","39,0",9,2007,,,,,
SERRINHA,"23,8","362,4","11,7","39,0",10,2007,,,,,
SERRINHA,"25,4","362,4","11,7","39,0",11,2007,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",12,2007,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",1,2008,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",2,2008,,,,,
SERRINHA,"26,0","362,4","11,7","39,0",3,2008,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",4,2008,,,,,
SERRINHA,"23,4","362,4","11,7","39,0",5,2008,,,,,
SERRINHA,"21,8","362,4","11,7","39,0",6,2008,,,,,
SERRINHA,"21,0","362,4","11,7","39,0",7,2008,,,,,
SERRINHA,"21,7","362,4","11,7","39,0",8,2008,,,,,
SERRINHA,"23,4","362,4","11,7","39,0",9,2008,,,,,
SERRINHA,"24,5","362,4","11,7","39,0",10,2008,,,,,
SERRINHA,"26,2","362,4","11,7","39,0",11,2008,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",12,2008,,,,,
SERRINHA,"27,1","362,4","11,7","39,0",1,2009,,,,,
SERRINHA,"26,5","362,4","11,7","39,0",2,2009,,,,,
SERRINHA,"27,6","362,4","11,7","39,0",3,2009,,,,,
SERRINHA,"25,9","362,4","11,7","39,0",4,2009,,,,,
SERRINHA,"23,7","362,4","11,7","39,0",5,2009,,,,,
SERRINHA,"23,1","362,4","11,7","39,0",6,2009,,,,,
SERRINHA,"22,5","362,4","11,7","39,0",7,2009,,,,,
SERRINHA,"22,4","362,4","11,7","39,0",8,2009,,,,,
SERRINHA,"24,3","362,4","11,7","39,0",9,2009,,,,,
SERRINHA,"25,4","362,4","11,7","39,0",10,2009,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",11,2009,,,,,
SERRINHA,"26,9","362,4","11,7","39,0",12,2009,,,,,
SERRINHA,"26,7","362,4","11,7","39,0",1,2010,,,,,
SERRINHA,"26,9","362,4","11,7","39,0",2,2010,,,,,
SERRINHA,"26,9","362,4","11,7","39,0",3,2010,,,,,
SERRINHA,"25,1","362,4","11,7","39,0",4,2010,,,,,
SERRINHA,"24,7","362,4","11,7","39,0",5,2010,,,,,
SERRINHA,"22,4","362,4","11,7","39,0",6,2010,,,,,
SERRINHA,"21,5","362,4","11,7","39,0",7,2010,,,,,
SERRINHA,"21,2","362,4","11,7","39,0",8,2010,,,,,
SERRINHA,"22,3","362,4","11,7","39,0",9,2010,,,,,
SERRINHA,"25,0","362,4","11,7","39,0",10,2010,,,,,
SERRINHA,"25,7","362,4","11,7","39,0",11,2010,,,,,
SERRINHA,"26,2","362,4","11,7","39,0",12,2010,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",1,2011,,,,,
SERRINHA,"26,2","362,4","11,7","39,0",2,2011,,,,,
SERRINHA,"26,8","362,4","11,7","39,0",3,2011,,,,,
SERRINHA,"25,3","362,4","11,7","39,0",4,2011,,,,,
SERRINHA,"23,4","362,4","11,7","39,0",5,2011,,,,,
SERRINHA,"22,2","362,4","11,7","39,0",6,2011,,,,,
SERRINHA,"22,0","362,4","11,7","39,0",7,2011,,,,,
SERRINHA,"22,6","362,4","11,7","39,0",8,2011,,,,,
SERRINHA,"22,8","362,4","11,7","39,0",9,2011,,,,,
SERRINHA,"24,4","362,4","11,7","39,0",10,2011,,,,,
SERRINHA,"24,0","362,4","11,7","39,0",11,2011,,,,,
SERRINHA,"25,7","362,4","11,7","39,0",12,2011,,,,,
SERRINHA,"25,9","362,4","11,7","39,0",1,2012,,,,,
SERRINHA,"25,9","362,4","11,7","39,0",2,2012,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",3,2012,,,,,
SERRINHA,"25,8","362,4","11,7","39,0",4,2012,,,,,
SERRINHA,"24,4","362,4","11,7","39,0",5,2012,,,,,
SERRINHA,"23,1","362,4","11,7","39,0",6,2012,,,,,
SERRINHA,"22,0","362,4","11,7","39,0",7,2012,,,,,
SERRINHA,"21,7","362,4","11,7","39,0",8,2012,,,,,
SERRINHA,"23,3","362,4","11,7","39,0",9,2012,,,,,
SERRINHA,"24,4","362,4","11,7","39,0",10,2012,,,,,
SERRINHA,"25,8","362,4","11,7","39,0",11,2012,,,,,
SERRINHA,"26,5","362,4","11,7","39,0",12,2012,,,,,
SERRINHA,"26,5","362,4","11,7","39,0",1,2013,,,,,
SERRINHA,"26,8","362,4","11,7","39,0",2,2013,,,,,
SERRINHA,"27,7","362,4","11,7","39,0",3,2013,,,,,
SERRINHA,"26,0","362,4","11,7","39,0",4,2013,,,,,
SERRINHA,"24,0","362,4","11,7","39,0",5,2013,,,,,
SERRINHA,"23,2","362,4","11,7","39,0",6,2013,,,,,
